customer_id,first_name,last_name,country,currency,age,gender,registration_date,is_premium,email_verified,email
CUST00027,Claire,Thomas,USA,USD,23,F,2020-12-14,False,True,claire.thomas0027@email.com
CUST00028,John,Taylor,Germany,EUR,26,F,2021-04-11,False,True,john.taylor0028@email.com
CUST00029,Nina,Allen,France,EUR,45,M,2020-06-04,False,True,nina.allen0029@email.com
CUST00030,Daniel,Lee,USA,USD,30,F,2020-10-16,False,True,daniel.lee0030@email.com
CUST00031,Sara,Young,France,EUR,48,F,2020-05-02,False,True,sara.young0031@email.com
CUST00032,Emma,Lee,USA,USD,56,M,2020-02-05,True,True,emma.lee0032@email.com
CUST00033,Carlos,Taylor,USA,USD,67,M,2020-09-04,False,True,carlos.taylor0033@email.com
CUST00034,Nina,Jackson,Australia,AUD,31,F,2020-09-19,True,True,nina.jackson0034@email.com
CUST00035,Maria,Garcia,Australia,AUD,39,F,2021-04-11,True,True,maria.garcia0035@email.com
CUST00036,David,Young,Italy,EUR,54,M,2021-09-15,True,True,david.young0036@email.com
CUST00037,Anna,Martin,UK,GBP,71,F,2020-08-31,False,True,anna.martin0037@email.com
CUST00038,Thomas,Brown,USA,USD,62,M,2021-07-08,False,True,thomas.brown0038@email.com
CUST00039,Julia,Taylor,Canada,CAD,41,M,2021-04-28,True,False,julia.taylor0039@email.com
CUST00040,Laura,White,UK,GBP,25,F,2021-12-28,False,True,laura.white0040@email.com
CUST00041,Daniel,Harris,USA,USD,32,M,2021-07-29,False,True,daniel.harris0041@email.com
CUST00042,Claire,Jackson,Germany,EUR,68,M,2021-05-17,False,False,claire.jackson0042@email.com
CUST00043,Sara,Martin,USA,USD,58,M,2020-04-14,False,True,sara.martin0043@email.com
CUST00044,Luca,White,Netherlands,EUR,23,F,2021-04-16,False,True,luca.white0044@email.com
CUST00045,Laura,Thomas,USA,USD,40,M,2021-02-15,False,True,laura.thomas0045@email.com
CUST00046,Robert,Young,France,EUR,42,Other,2021-08-28,False,True,robert.young0046@email.com
CUST00047,Anna,Rossi,UK,GBP,48,M,2021-12-05,False,True,anna.rossi0047@email.com
CUST00048,Claire,Thomas,Germany,EUR,63,F,2020-08-10,False,True,claire.thomas0048@email.com
CUST00049,Julia,Jackson,Germany,EUR,46,M,2021-05-19,False,True,julia.jackson0049@email.com
CUST00050,David,Wilson,USA,USD,40,F,2020-04-01,False,True,david.wilson0050@email.com
CUST00051,William,Lee,Australia,AUD,27,F,2020-07-10,False,True,william.lee0051@email.com
CUST00052,James,Johnson,Italy,EUR,26,M,2021-07-07,False,True,james.johnson0052@email.com
CUST00053,Laura,Brown,Australia,AUD,66,M,2020-02-26,True,True,laura.brown0053@email.com
CUST00054,Robert,Thomas,Netherlands,EUR,30,M,2020-03-01,True,True,robert.thomas0054@email.com
CUST00055,Daniel,Brown,France,EUR,49,M,2021-03-20,True,True,daniel.brown0055@email.com
CUST00056,James,Young,Netherlands,EUR,66,M,2020-08-26,True,True,james.young0056@email.com
CUST00057,Carlos,White,USA,USD,68,F,2021-04-12,False,True,carlos.white0057@email.com
CUST00058,Robert,Taylor,USA,USD,62,F,2020-09-22,False,True,robert.taylor0058@email.com
CUST00059,Luca,Hall,USA,USD,58,M,2020-12-03,True,True,luca.hall0059@email.com
CUST00060,James,Anderson,UK,GBP,18,M,2020-10-27,False,True,james.anderson0060@email.com
CUST00061,Maria,Lee,UK,GBP,18,M,2020-10-24,False,True,maria.lee0061@email.com
CUST00062,Julia,Young,USA,USD,54,M,2020-12-10,False,True,julia.young0062@email.com
CUST00063,Daniel,Anderson,Spain,EUR,57,F,2020-07-14,False,True,daniel.anderson0063@email.com
CUST00064,Julia,Hall,UK,GBP,35,F,2021-08-10,False,True,julia.hall0064@email.com
CUST00065,Michael,Anderson,USA,USD,53,M,2021-07-11,False,True,michael.anderson0065@email.com
CUST00066,James,Dubois,Germany,EUR,48,M,2020-07-31,False,True,james.dubois0066@email.com
CUST00067,Daniel,Hall,USA,USD,71,F,2021-02-22,False,True,daniel.hall0067@email.com
CUST00068,Anna,Young,Italy,EUR,18,M,2020-04-21,True,True,anna.young0068@email.com
CUST00069,Maria,Jackson,USA,USD,64,M,2021-08-26,False,True,maria.jackson0069@email.com
CUST00070,Sophie,Dubois,Sweden,SEK,69,F,2020-08-06,False,True,sophie.dubois0070@email.com
CUST00071,Carlos,Martin,Italy,EUR,53,F,2021-12-23,False,True,carlos.martin0071@email.com
CUST00072,David,Garcia,USA,USD,74,M,2021-01-20,False,True,david.garcia0072@email.com
CUST00073,Sophie,Mueller,USA,USD,26,F,2021-09-07,False,False,sophie.mueller0073@email.com
CUST00074,Nina,Lee,Italy,EUR,39,M,2020-11-17,False,False,nina.lee0074@email.com
CUST00075,Sophie,Wilson,Canada,CAD,73,F,2020-12-01,False,True,sophie.wilson0075@email.com
CUST00076,Robert,Brown,Canada,CAD,45,M,2021-12-22,False,True,robert.brown0076@email.com
CUST00077,Carlos,Young,Italy,EUR,43,F,2020-11-30,False,True,carlos.young0077@email.com
CUST00078,John,White,USA,USD,69,F,2020-05-04,False,True,john.white0078@email.com
CUST00079,Emma,Harris,UK,GBP,27,M,2021-10-01,False,True,emma.harris0079@email.com
CUST00080,David,Walker,USA,USD,73,F,2021-09-22,False,True,david.walker0080@email.com
CUST00081,William,Smith,Spain,EUR,64,F,2021-09-26,False,False,william.smith0081@email.com
CUST00082,Elena,Rossi,France,EUR,20,M,2021-03-26,False,True,elena.rossi0082@email.com
CUST00083,William,Harris,UK,GBP,19,F,2020-03-05,False,True,william.harris0083@email.com
CUST00084,Nina,Thomas,USA,USD,71,F,2020-03-16,True,True,nina.thomas0084@email.com
CUST00085,Emma,Allen,UK,GBP,54,F,2020-11-07,False,True,emma.allen0085@email.com
CUST00086,Thomas,Johnson,UK,GBP,73,M,2021-01-03,True,True,thomas.johnson0086@email.com
CUST00087,Emma,Garcia,Canada,CAD,48,M,2021-06-05,False,True,emma.garcia0087@email.com
CUST00088,James,Taylor,France,EUR,50,M,2020-03-06,False,True,james.taylor0088@email.com
CUST00089,Emma,Allen,Netherlands,EUR,49,M,2020-08-12,True,True,emma.allen0089@email.com
CUST00090,John,White,Germany,EUR,60,F,2021-10-18,False,True,john.white0090@email.com
CUST00091,Emma,Hall,USA,USD,29,M,2021-02-13,False,True,emma.hall0091@email.com
CUST00092,Robert,Wilson,Canada,CAD,20,M,2020-10-07,False,True,robert.wilson0092@email.com
CUST00093,Claire,Johnson,Italy,EUR,72,M,2020-02-15,False,True,claire.johnson0093@email.com
CUST00094,Robert,Taylor,Germany,EUR,65,M,2020-04-19,False,True,robert.taylor0094@email.com
CUST00095,Claire,Brown,Italy,EUR,43,F,2021-12-15,True,False,claire.brown0095@email.com
CUST00096,William,Hall,Germany,EUR,31,F,2021-03-17,False,True,william.hall0096@email.com
CUST00097,John,Lee,Germany,EUR,29,M,2021-06-18,False,True,john.lee0097@email.com
CUST00098,Laura,Garcia,UK,GBP,69,M,2021-07-24,False,True,laura.garcia0098@email.com
CUST00099,Sophie,Harris,USA,USD,43,M,2020-11-11,False,True,sophie.harris0099@email.com
CUST00100,John,Garcia,USA,USD,33,M,2020-12-14,False,True,john.garcia0100@email.com
CUST00101,Elena,Anderson,USA,USD,70,M,2021-06-16,True,True,elena.anderson0101@email.com
CUST00102,Sophie,White,France,EUR,25,F,2020-08-22,True,True,sophie.white0102@email.com
CUST00103,Elena,Young,UK,GBP,66,M,2021-11-20,False,True,elena.young0103@email.com
CUST00104,Daniel,Mueller,Germany,EUR,66,F,2021-10-12,False,True,daniel.mueller0104@email.com
CUST00105,James,Martin,Netherlands,EUR,45,F,2020-07-12,False,True,james.martin0105@email.com
CUST00106,Anna,Rossi,USA,USD,24,M,2021-03-04,True,False,anna.rossi0106@email.com
CUST00107,Claire,Mueller,UK,GBP,32,F,2020-05-31,False,True,claire.mueller0107@email.com
CUST00108,Elena,Johnson,Italy,EUR,58,F,2021-06-17,True,True,elena.johnson0108@email.com
CUST00109,Sophie,Jackson,USA,USD,53,F,2020-11-22,False,True,sophie.jackson0109@email.com
CUST00110,Michael,Hall,USA,USD,25,F,2020-11-01,False,True,michael.hall0110@email.com
CUST00111,Elena,Johnson,USA,USD,27,M,2020-09-28,False,False,elena.johnson0111@email.com
CUST00112,Nina,Harris,USA,USD,32,F,2020-09-09,False,False,nina.harris0112@email.com
CUST00113,Anna,Garcia,Netherlands,EUR,72,M,2020-01-05,False,True,anna.garcia0113@email.com
CUST00114,Thomas,Harris,Italy,EUR,35,F,2021-08-31,False,True,thomas.harris0114@email.com
CUST00115,Luca,Walker,France,EUR,63,M,2020-07-23,False,True,luca.walker0115@email.com
CUST00116,Nina,Johnson,Spain,EUR,54,M,2020-04-04,True,False,nina.johnson0116@email.com
CUST00117,Claire,Hall,Italy,EUR,58,F,2020-07-25,False,True,claire.hall0117@email.com
CUST00118,James,Harris,USA,USD,62,M,2021-11-24,False,True,james.harris0118@email.com
CUST00119,Nina,Allen,Netherlands,EUR,74,M,2021-06-17,True,True,nina.allen0119@email.com
CUST00120,Thomas,Mueller,Germany,EUR,68,M,2021-09-16,False,True,thomas.mueller0120@email.com
CUST00121,Julia,Garcia,Italy,EUR,60,F,2021-04-09,False,True,julia.garcia0121@email.com
CUST00122,Sara,Anderson,Netherlands,EUR,61,F,2021-01-14,False,True,sara.anderson0122@email.com
CUST00123,Maria,Taylor,UK,GBP,52,F,2021-02-25,False,True,maria.taylor0123@email.com
CUST00124,Thomas,Garcia,USA,USD,19,F,2020-12-08,False,False,thomas.garcia0124@email.com
CUST00125,Sophie,Smith,USA,USD,72,F,2021-11-23,False,True,sophie.smith0125@email.com
CUST00126,David,White,UK,GBP,39,M,2020-05-31,False,False,david.white0126@email.com
CUST00127,Claire,Garcia,Italy,EUR,32,M,2021-08-03,False,True,claire.garcia0127@email.com
CUST00128,Daniel,Wilson,Spain,EUR,54,F,2021-06-29,False,True,daniel.wilson0128@email.com
CUST00129,Sophie,White,USA,USD,56,M,2020-10-29,False,True,sophie.white0129@email.com
CUST00130,Emma,Lee,Germany,EUR,53,M,2020-10-02,False,True,emma.lee0130@email.com
CUST00131,Laura,Rossi,UK,GBP,22,M,2021-05-20,False,True,laura.rossi0131@email.com
CUST00132,Sara,Wilson,USA,USD,74,F,2020-10-31,False,True,sara.wilson0132@email.com
CUST00133,Elena,Johnson,USA,USD,65,M,2021-06-12,False,False,elena.johnson0133@email.com
CUST00134,Thomas,Young,UK,GBP,32,F,2021-09-06,False,True,thomas.young0134@email.com
CUST00135,Claire,Taylor,Australia,AUD,44,F,2020-12-04,False,True,claire.taylor0135@email.com
CUST00136,William,Garcia,UK,GBP,33,F,2021-05-25,False,True,william.garcia0136@email.com
CUST00137,Sara,Garcia,Germany,EUR,74,Other,2021-10-31,False,True,sara.garcia0137@email.com
CUST00138,Sophie,Young,Canada,CAD,53,M,2020-12-02,False,True,sophie.young0138@email.com
CUST00139,Daniel,Dubois,UK,GBP,55,F,2021-12-28,False,True,daniel.dubois0139@email.com
CUST00140,Emma,Lee,Sweden,SEK,35,F,2021-02-02,False,False,emma.lee0140@email.com
CUST00141,David,Lee,Australia,AUD,52,F,2021-03-16,False,True,david.lee0141@email.com
CUST00142,John,Lee,USA,USD,42,F,2020-08-12,True,True,john.lee0142@email.com
CUST00143,Daniel,Brown,Germany,EUR,39,M,2021-08-10,False,True,daniel.brown0143@email.com
CUST00144,Elena,Hall,UK,GBP,73,F,2020-03-11,False,True,elena.hall0144@email.com
CUST00145,Elena,Smith,USA,USD,48,M,2021-07-27,True,False,elena.smith0145@email.com
CUST00146,Laura,Mueller,USA,USD,54,Other,2021-12-22,False,True,laura.mueller0146@email.com
CUST00147,Thomas,Wilson,France,EUR,51,F,2021-10-25,False,True,thomas.wilson0147@email.com
CUST00148,David,Smith,Germany,EUR,40,F,2020-01-29,False,True,david.smith0148@email.com
CUST00149,John,Brown,USA,USD,33,F,2020-04-28,False,False,john.brown0149@email.com
CUST00150,Sophie,Brown,USA,USD,23,M,2020-07-07,False,True,sophie.brown0150@email.com
CUST00151,Michael,Wilson,Netherlands,EUR,32,M,2021-06-14,True,True,michael.wilson0151@email.com
CUST00152,Sophie,Young,USA,USD,35,F,2021-04-11,False,True,sophie.young0152@email.com
CUST00153,Daniel,Walker,USA,USD,55,M,2021-09-16,False,True,daniel.walker0153@email.com
CUST00154,Emma,Anderson,Germany,EUR,30,M,2021-11-09,False,True,emma.anderson0154@email.com
CUST00155,John,Harris,Sweden,SEK,41,F,2021-01-29,True,False,john.harris0155@email.com
CUST00156,Julia,Taylor,USA,USD,30,M,2021-06-26,True,True,julia.taylor0156@email.com
CUST00157,Emma,Walker,Canada,CAD,18,F,2021-05-08,False,True,emma.walker0157@email.com
CUST00158,Anna,Anderson,Italy,EUR,65,F,2021-01-24,True,True,anna.anderson0158@email.com
CUST00159,Carlos,Rossi,USA,USD,53,F,2021-03-17,False,True,carlos.rossi0159@email.com
CUST00160,Carlos,Taylor,Canada,CAD,66,F,2021-02-13,False,True,carlos.taylor0160@email.com
CUST00161,Nina,Hall,UK,GBP,35,M,2021-02-15,False,True,nina.hall0161@email.com
CUST00162,Carlos,Allen,France,EUR,65,M,2021-11-21,False,True,carlos.allen0162@email.com
CUST00163,Sophie,Johnson,France,EUR,50,M,2021-06-18,True,True,sophie.johnson0163@email.com
CUST00164,John,Dubois,Germany,EUR,55,Other,2020-04-09,False,True,john.dubois0164@email.com
CUST00165,Claire,Hall,USA,USD,60,M,2021-03-24,False,True,claire.hall0165@email.com
CUST00166,Elena,Smith,Spain,EUR,23,M,2021-07-04,True,False,elena.smith0166@email.com
CUST00167,Claire,Anderson,UK,GBP,34,F,2020-04-30,False,True,claire.anderson0167@email.com
CUST00168,Claire,Mueller,USA,USD,21,M,2021-12-22,True,True,claire.mueller0168@email.com
CUST00169,Daniel,Wilson,USA,USD,31,F,2020-10-17,False,True,daniel.wilson0169@email.com
CUST00170,Claire,Garcia,France,EUR,47,F,2020-04-13,True,True,claire.garcia0170@email.com
CUST00171,Anna,Allen,Canada,CAD,63,F,2020-11-04,False,True,anna.allen0171@email.com
CUST00172,William,Garcia,USA,USD,37,F,2020-08-20,False,True,william.garcia0172@email.com
CUST00173,Carlos,Anderson,Germany,EUR,25,M,2020-12-10,True,False,carlos.anderson0173@email.com
CUST00174,Anna,Thomas,USA,USD,71,F,2020-06-05,False,True,anna.thomas0174@email.com
CUST00175,Robert,Taylor,France,EUR,19,F,2020-02-14,False,True,robert.taylor0175@email.com
CUST00176,Daniel,Jackson,USA,USD,54,M,2020-10-05,True,True,daniel.jackson0176@email.com
CUST00177,Laura,Allen,Canada,CAD,21,M,2020-05-17,False,True,laura.allen0177@email.com
CUST00178,Sophie,Mueller,UK,GBP,27,F,2021-12-31,False,True,sophie.mueller0178@email.com
CUST00179,Maria,Jackson,Australia,AUD,37,M,2020-01-04,True,True,maria.jackson0179@email.com
CUST00180,Elena,Anderson,USA,USD,73,F,2021-05-05,False,True,elena.anderson0180@email.com
CUST00181,Daniel,Anderson,UK,GBP,70,M,2021-11-03,False,True,daniel.anderson0181@email.com
CUST00182,Nina,Allen,USA,USD,52,M,2020-12-30,False,True,nina.allen0182@email.com
CUST00183,Luca,Brown,Netherlands,EUR,65,F,2020-01-18,False,True,luca.brown0183@email.com
CUST00184,Claire,Walker,Spain,EUR,27,M,2021-11-23,False,True,claire.walker0184@email.com
CUST00185,Emma,Lee,USA,USD,45,F,2021-02-21,False,True,emma.lee0185@email.com
CUST00186,Sophie,White,France,EUR,32,M,2020-06-24,False,True,sophie.white0186@email.com
CUST00187,Anna,Smith,Italy,EUR,53,M,2021-03-10,False,True,anna.smith0187@email.com
CUST00188,Thomas,Anderson,Germany,EUR,18,F,2020-04-11,False,True,thomas.anderson0188@email.com
CUST00189,Sara,Jackson,Germany,EUR,39,F,2020-03-30,False,True,sara.jackson0189@email.com
CUST00190,Elena,Smith,USA,USD,44,F,2020-10-09,True,True,elena.smith0190@email.com
CUST00191,Daniel,Johnson,USA,USD,46,F,2020-12-03,False,True,daniel.johnson0191@email.com
CUST00192,Emma,Taylor,Netherlands,EUR,32,F,2020-06-19,False,True,emma.taylor0192@email.com
CUST00193,William,Jackson,Netherlands,EUR,27,F,2021-10-06,False,False,william.jackson0193@email.com
CUST00194,John,Garcia,France,EUR,37,M,2020-07-18,False,True,john.garcia0194@email.com
CUST00195,William,Taylor,UK,GBP,39,F,2020-12-10,False,True,william.taylor0195@email.com
CUST00196,Robert,Jackson,UK,GBP,67,M,2020-12-17,True,True,robert.jackson0196@email.com
CUST00197,David,Garcia,Canada,CAD,65,M,2020-06-26,False,True,david.garcia0197@email.com
CUST00198,Daniel,Harris,Netherlands,EUR,70,M,2020-10-28,True,True,daniel.harris0198@email.com
CUST00199,Luca,Brown,Netherlands,EUR,26,M,2020-07-16,False,True,luca.brown0199@email.com
CUST00200,James,White,Italy,EUR,73,F,2021-05-31,False,True,james.white0200@email.com
CUST00201,Sophie,Lee,France,EUR,68,M,2021-03-31,True,True,sophie.lee0201@email.com
CUST00202,Laura,Rossi,USA,USD,49,M,2021-06-22,True,False,laura.rossi0202@email.com
CUST00203,Maria,Johnson,USA,USD,34,M,2020-01-06,False,True,maria.johnson0203@email.com
CUST00204,Daniel,Lee,Netherlands,EUR,59,M,2021-07-07,False,True,daniel.lee0204@email.com
CUST00205,Anna,Young,France,EUR,36,F,2021-08-12,True,False,anna.young0205@email.com
CUST00206,James,Garcia,USA,USD,57,M,2020-07-13,True,False,james.garcia0206@email.com
CUST00207,Maria,Dubois,USA,USD,44,M,2021-05-29,False,True,maria.dubois0207@email.com
CUST00208,James,White,France,EUR,68,M,2020-08-09,False,True,james.white0208@email.com
CUST00209,Daniel,Rossi,USA,USD,54,M,2021-11-04,False,True,daniel.rossi0209@email.com
CUST00210,Thomas,Wilson,USA,USD,51,F,2021-01-21,False,True,thomas.wilson0210@email.com
CUST00211,Robert,Mueller,Germany,EUR,64,M,2020-06-24,False,True,robert.mueller0211@email.com
CUST00212,Thomas,Dubois,Canada,CAD,66,M,2020-11-09,False,True,thomas.dubois0212@email.com
CUST00213,Daniel,Smith,France,EUR,27,M,2021-05-23,False,True,daniel.smith0213@email.com
CUST00214,Claire,Johnson,USA,USD,47,M,2021-01-17,False,True,claire.johnson0214@email.com
CUST00215,Julia,Jackson,Canada,CAD,38,Other,2020-04-20,False,True,julia.jackson0215@email.com
CUST00216,James,Taylor,USA,USD,38,M,2021-10-17,False,True,james.taylor0216@email.com
CUST00217,David,Thomas,UK,GBP,71,F,2020-05-13,False,True,david.thomas0217@email.com
CUST00218,William,Martin,Canada,CAD,51,F,2021-06-08,True,True,william.martin0218@email.com
CUST00219,Claire,Martin,France,EUR,26,M,2021-07-27,False,True,claire.martin0219@email.com
CUST00220,Anna,Hall,Spain,EUR,51,Other,2020-07-27,False,True,anna.hall0220@email.com
CUST00221,William,Thomas,France,EUR,67,F,2021-05-22,False,True,william.thomas0221@email.com
CUST00222,Laura,Lee,Germany,EUR,29,F,2021-01-09,False,False,laura.lee0222@email.com
CUST00223,Carlos,Rossi,USA,USD,64,M,2020-12-14,False,True,carlos.rossi0223@email.com
CUST00224,Laura,Martin,UK,GBP,38,F,2020-07-07,False,True,laura.martin0224@email.com
CUST00225,William,Harris,USA,USD,74,M,2020-06-15,False,True,william.harris0225@email.com
CUST00226,Elena,Taylor,USA,USD,37,M,2020-08-16,False,True,elena.taylor0226@email.com
CUST00227,Maria,Johnson,Sweden,SEK,23,F,2020-10-09,False,True,maria.johnson0227@email.com
CUST00228,Michael,Hall,UK,GBP,67,F,2021-05-05,False,False,michael.hall0228@email.com
CUST00229,Elena,Thomas,Netherlands,EUR,62,M,2020-12-29,False,True,elena.thomas0229@email.com
CUST00230,Thomas,Mueller,France,EUR,53,F,2020-04-15,False,True,thomas.mueller0230@email.com
CUST00231,Anna,Brown,Italy,EUR,29,F,2020-09-18,False,True,anna.brown0231@email.com
CUST00232,Luca,Taylor,Germany,EUR,58,M,2021-03-20,False,True,luca.taylor0232@email.com
CUST00233,James,Wilson,France,EUR,48,M,2020-11-29,False,True,james.wilson0233@email.com
CUST00234,Laura,Rossi,Germany,EUR,19,M,2021-09-20,False,True,laura.rossi0234@email.com
CUST00235,Carlos,Smith,USA,USD,33,F,2021-02-25,False,False,carlos.smith0235@email.com
CUST00236,Michael,White,Canada,CAD,18,F,2021-08-28,False,True,michael.white0236@email.com
CUST00237,Claire,Lee,USA,USD,21,M,2021-11-23,True,True,claire.lee0237@email.com
CUST00238,Carlos,Lee,USA,USD,64,F,2021-10-22,True,True,carlos.lee0238@email.com
CUST00239,Sara,Dubois,France,EUR,69,F,2021-04-30,False,True,sara.dubois0239@email.com
CUST00240,William,Rossi,USA,USD,18,F,2021-04-30,False,True,william.rossi0240@email.com
CUST00241,James,Harris,Australia,AUD,69,M,2021-02-24,False,True,james.harris0241@email.com
CUST00242,Emma,Wilson,Australia,AUD,64,F,2021-11-29,False,True,emma.wilson0242@email.com
CUST00243,David,Smith,Netherlands,EUR,52,F,2021-08-26,True,True,david.smith0243@email.com
CUST00244,Claire,Jackson,UK,GBP,30,M,2021-12-23,True,True,claire.jackson0244@email.com
CUST00245,Nina,Hall,USA,USD,67,M,2021-07-18,False,True,nina.hall0245@email.com
CUST00246,David,Hall,Netherlands,EUR,62,F,2021-05-31,False,True,david.hall0246@email.com
CUST00247,Elena,Jackson,UK,GBP,59,M,2020-11-20,False,True,elena.jackson0247@email.com
CUST00248,Carlos,White,Australia,AUD,48,F,2020-07-25,False,True,carlos.white0248@email.com
CUST00249,Julia,Anderson,Australia,AUD,37,M,2020-05-10,True,True,julia.anderson0249@email.com
CUST00250,William,Brown,Spain,EUR,73,M,2021-12-15,False,True,william.brown0250@email.com
CUST00251,Elena,Hall,USA,USD,24,M,2021-01-27,False,True,elena.hall0251@email.com
CUST00252,Nina,Dubois,UK,GBP,74,M,2020-02-21,False,True,nina.dubois0252@email.com
CUST00253,Elena,Walker,Spain,EUR,57,M,2020-06-13,False,True,elena.walker0253@email.com
CUST00254,Daniel,Young,UK,GBP,50,F,2020-02-26,False,True,daniel.young0254@email.com
CUST00255,Robert,White,USA,USD,45,M,2020-03-09,False,True,robert.white0255@email.com
CUST00256,Julia,Martin,Germany,EUR,67,F,2021-10-04,False,True,julia.martin0256@email.com
CUST00257,Claire,Rossi,Australia,AUD,61,F,2021-03-23,True,True,claire.rossi0257@email.com
CUST00258,Emma,Hall,Canada,CAD,67,M,2020-07-17,False,True,emma.hall0258@email.com
CUST00259,David,Dubois,France,EUR,73,M,2021-04-10,True,True,david.dubois0259@email.com
CUST00260,Michael,Anderson,USA,USD,61,F,2020-10-26,False,True,michael.anderson0260@email.com
CUST00261,Luca,Jackson,France,EUR,37,M,2020-03-22,False,True,luca.jackson0261@email.com
CUST00262,Robert,Wilson,Sweden,SEK,49,M,2021-11-11,False,True,robert.wilson0262@email.com
CUST00263,James,Martin,USA,USD,26,F,2021-10-27,False,True,james.martin0263@email.com
CUST00264,Luca,Anderson,Germany,EUR,51,M,2020-05-15,True,True,luca.anderson0264@email.com
CUST00265,Claire,Mueller,Spain,EUR,31,M,2021-04-27,False,True,claire.mueller0265@email.com
CUST00266,Robert,Harris,Canada,CAD,21,F,2021-02-05,False,True,robert.harris0266@email.com
CUST00267,Anna,Wilson,Canada,CAD,46,F,2020-11-13,False,True,anna.wilson0267@email.com
CUST00268,Nina,Allen,Canada,CAD,32,M,2021-09-01,False,True,nina.allen0268@email.com
CUST00269,Robert,Hall,UK,GBP,34,F,2021-06-14,False,True,robert.hall0269@email.com
CUST00270,David,Smith,USA,USD,36,F,2021-12-27,False,False,david.smith0270@email.com
CUST00271,Carlos,Wilson,Italy,EUR,55,F,2020-09-03,False,True,carlos.wilson0271@email.com
CUST00272,Sophie,Mueller,Italy,EUR,26,M,2021-06-17,False,True,sophie.mueller0272@email.com
CUST00273,Laura,Smith,Spain,EUR,44,Other,2021-12-20,False,True,laura.smith0273@email.com
CUST00274,Luca,Allen,Netherlands,EUR,66,M,2021-12-27,False,True,luca.allen0274@email.com
CUST00275,William,Lee,Germany,EUR,32,F,2020-11-17,True,True,william.lee0275@email.com
CUST00276,Laura,Taylor,Germany,EUR,54,M,2021-09-03,False,True,laura.taylor0276@email.com
CUST00277,Laura,Walker,Italy,EUR,45,F,2020-06-24,False,False,laura.walker0277@email.com
CUST00278,Emma,Lee,France,EUR,67,M,2021-01-05,False,True,emma.lee0278@email.com
CUST00279,Michael,Rossi,Canada,CAD,72,M,2020-07-13,False,True,michael.rossi0279@email.com
CUST00280,Robert,Brown,Italy,EUR,21,F,2021-12-29,True,True,robert.brown0280@email.com
CUST00281,Carlos,Lee,Netherlands,EUR,38,M,2021-03-24,False,True,carlos.lee0281@email.com
CUST00282,Luca,Wilson,UK,GBP,73,M,2020-01-11,False,True,luca.wilson0282@email.com
CUST00283,Carlos,Martin,UK,GBP,51,F,2021-01-08,False,True,carlos.martin0283@email.com
CUST00284,Carlos,White,USA,USD,36,F,2020-02-09,True,False,carlos.white0284@email.com
